10,11,11,11,11,11,9,2,11,11,11,11,11,11,4,11,8,11,11,11,6,5,11,11,11,7,11,11,11,11,1,11,11,11,3,11,11,11,11,11,11
11,11,11,5,11,11,11,11,11,10,11,11,11,8,11,11,11,11,11,6,11,1,9,7,11,11,11,11,4,11,3,11,11,2,11,11,11,11,11,11,11
11,11,11,11,11,11,11,9,11,11,11,11,11,11,5,11,11,11,11,10,11,1,11,11,11,4,11,11,3,11,2,11,11,11,8,11,7,11,6,11,11
11,11,11,11,11,11,11,6,11,11,11,11,11,11,4,11,8,11,11,11,11,2,11,11,11,7,11,11,11,9,1,10,11,11,3,11,5,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,9,11,11,6,11,11,11,11,11,11,1,4,11,11,2,11,11,11,10,3,11,5,11,8,11,7,11,11,11,11
11,9,11,11,11,11,11,11,10,11,11,11,11,11,2,11,11,11,11,11,11,1,6,11,11,8,11,11,11,11,4,11,3,11,7,11,5,11,11,11,11
11,11,11,11,11,11,8,11,4,11,11,11,11,11,3,11,11,11,11,11,11,1,6,11,11,7,11,11,11,9,11,10,5,11,11,11,2,11,11,11,11
11,11,11,11,11,11,5,8,11,11,11,11,11,11,3,9,4,11,11,11,11,1,7,11,11,6,11,11,11,11,11,10,11,11,11,11,2,11,11,11,11
11,11,11,11,11,11,6,11,9,11,11,11,11,11,4,10,2,11,11,11,11,1,11,11,11,11,11,11,11,11,3,11,7,11,8,11,5,11,11,11,11
11,11,11,11,11,11,3,8,11,11,11,11,11,11,4,11,7,11,11,11,11,1,11,11,11,6,11,11,11,11,2,11,11,11,10,11,9,11,5,11,11
11,11,11,11,11,9,6,10,11,11,11,11,11,11,3,11,4,11,11,11,11,1,11,11,11,11,8,11,11,11,5,11,11,11,11,11,2,11,7,11,11
11,11,11,11,4,11,9,11,11,11,11,11,11,11,3,11,5,11,11,11,11,1,11,11,11,6,10,11,11,11,8,11,11,11,11,11,2,11,7,11,11
11,11,11,11,6,11,3,8,11,11,11,11,11,11,5,11,11,11,11,11,11,1,11,11,11,2,11,10,11,11,11,11,11,11,9,11,4,11,7,11,11
11,11,11,11,2,11,11,4,9,11,10,11,11,11,6,11,11,11,11,11,11,1,11,11,11,7,11,11,11,11,11,11,11,11,11,11,3,5,11,8,11
11,11,11,11,11,11,11,6,11,11,10,11,11,11,4,9,11,5,11,11,11,1,11,11,11,3,11,8,11,11,11,7,11,11,11,11,2,11,11,11,11
11,11,6,11,11,11,11,11,11,9,11,11,11,11,3,10,5,8,11,11,11,1,11,11,11,4,11,11,11,11,11,11,11,11,7,11,2,11,11,11,11
11,11,6,11,4,11,11,8,7,11,11,11,11,5,10,11,11,9,11,11,11,1,11,11,11,3,11,11,11,11,11,11,11,11,11,11,2,11,11,11,11
11,11,11,11,7,11,11,6,11,11,11,11,11,11,2,11,8,11,11,11,11,1,11,11,11,3,11,9,11,11,11,10,11,11,11,11,4,11,5,11,11
11,11,10,11,11,11,11,11,9,11,6,11,11,11,11,11,5,11,11,11,11,1,11,11,7,4,11,8,11,11,11,3,11,11,11,11,2,11,11,11,11
11,11,11,11,11,11,6,11,4,11,11,11,11,9,11,11,5,8,11,11,11,1,11,11,11,3,11,10,11,11,11,7,11,11,11,11,2,11,11,11,11
10,11,11,11,11,11,8,11,11,11,11,11,11,7,9,11,2,11,4,11,11,1,11,11,11,3,11,11,11,11,11,11,11,11,6,11,5,11,11,11,11
11,11,11,11,11,11,11,5,6,11,11,11,11,11,4,11,11,10,9,11,11,1,11,11,11,3,11,7,11,11,11,8,11,11,11,11,2,11,11,11,11
11,11,11,11,11,11,11,10,8,11,11,11,11,11,4,7,9,11,3,11,11,2,11,11,11,5,11,11,11,11,11,11,11,11,11,1,11,11,11,11,6
11,11,11,11,11,11,11,7,11,11,11,11,10,11,1,11,11,11,11,11,11,2,8,11,6,4,11,11,11,11,9,11,11,11,11,11,3,11,11,11,5
11,11,11,11,11,11,11,8,9,11,4,11,11,11,2,11,11,7,11,11,11,1,6,11,11,10,11,11,11,11,11,11,11,11,3,11,5,11,11,11,11
11,11,11,11,10,11,9,11,11,11,11,11,11,11,4,11,11,11,2,11,11,1,11,11,11,6,5,11,11,11,11,11,11,11,11,11,3,11,8,11,7
11,11,11,11,11,11,11,1,11,11,8,11,11,11,11,11,11,6,9,11,11,2,11,11,11,3,11,7,11,11,11,4,11,11,11,11,5,11,11,11,10
11,11,11,11,11,11,11,10,3,11,9,11,11,11,11,11,7,5,11,11,6,2,11,11,11,4,11,11,11,11,11,8,11,11,11,11,1,11,11,11,11
