"ATA","Rank","Date"
"32","1","01/01/2014"
"34","2","01/01/2014"
"73","3","01/01/2014"
"29","4","01/01/2014"
"61","5","01/01/2014"
"71","6","01/01/2014"
"5","7","01/01/2014"
"12","8","01/01/2014"
"21","9","01/01/2014"
"30","10","01/01/2014"
"24","1","01/04/2014"
"27","2","01/04/2014"
"29","3","01/04/2014"
"73","4","01/04/2014"
"76","5","01/04/2014"
"33","6","01/04/2014"
"34","7","01/04/2014"
"5","8","01/04/2014"
"23","9","01/04/2014"
"25","10","01/04/2014"
"61","1","01/07/2014"
"27","2","01/07/2014"
"28","3","01/07/2014"
"29","4","01/07/2014"
"32","5","01/07/2014"
"34","6","01/07/2014"
"72","7","01/07/2014"
"5","8","01/07/2014"
"23","9","01/07/2014"
"24","10","01/07/2014"
"61","1","01/10/2014"
"23","2","01/10/2014"
"24","3","01/10/2014"
"30","4","01/10/2014"
"31","5","01/10/2014"
"32","6","01/10/2014"
"34","7","01/10/2014"
"54","8","01/10/2014"
"5","9","01/10/2014"
"12","10","01/10/2014"
"56","1","01/01/2015"
"23","2","01/01/2015"
"24","3","01/01/2015"
"29","4","01/01/2015"
"32","5","01/01/2015"
"33","6","01/01/2015"
"34","7","01/01/2015"
"53","8","01/01/2015"
"61","9","01/01/2015"
"73","10","01/01/2015"
"61","1","01/04/2015"
"27","2","01/04/2015"
"28","3","01/04/2015"
"76","4","01/04/2015"
"5","5","01/04/2015"
"20","6","01/04/2015"
"21","7","01/04/2015"
"22","8","01/04/2015"
"23","9","01/04/2015"
"24","10","01/04/2015"
"34","1","01/07/2015"
"27","2","01/07/2015"
"35","3","01/07/2015"
"61","4","01/07/2015"
"77","5","01/07/2015"
"5","6","01/07/2015"
"21","7","01/07/2015"
"23","8","01/07/2015"
"24","9","01/07/2015"
"26","10","01/07/2015"
"30","1","01/10/2015"
"34","2","01/10/2015"
"73","3","01/10/2015"
"24","4","01/10/2015"
"29","5","01/10/2015"
"71","6","01/10/2015"
"77","7","01/10/2015"
"21","8","01/10/2015"
"23","9","01/10/2015"
"25","10","01/10/2015"
